id,actor_slug,system,source_kind,source_url,dimension,signal_type,inserted_at,observed_at,confidence,defense_engagement,defense_ambivalence
e146b76e-a068-4c56-842f-2b60c9f7b042,empa,hermes,website,https://www.empa.ch/web/s205/quantum-magnetism,technological_advances,future_trajectory,2026-07-01 06:33:43.041480+00:00,2025-06-01 00:00:00+00:00,0.6,False,False
387570bf-cd35-486e-9306-96aa1e58f8b1,empa,hermes,website,https://www.empa.ch/web/s205/aqe2d,roadmap_statement,future_trajectory,2026-07-01 06:33:43.041480+00:00,2025-06-01 00:00:00+00:00,0.55,False,False
525973dc-1944-4352-868d-28f063a624d1,empa,hermes,news,https://www.admin.ch/en/newnsb/DKcpsboVuvixgbywNoLgu,spinout_founding,customer_cocreation,2026-07-01 06:33:43.041480+00:00,2026-05-07 00:00:00+00:00,0.8,False,False
a8cd1a62-10c3-4ad7-8dff-e5cb4639c638,empa,hermes,website,https://www.empa.ch/web/s205/publications-2026,publication,legitimacy,2026-07-01 06:33:43.041480+00:00,2026-01-01 00:00:00+00:00,0.6,False,False
700af6c0-6b86-4f14-b5f4-02af5c0011fb,empa,hermes,website,https://www.empa.ch/web/s405/qd,technological_advances,future_trajectory,2026-07-01 06:33:43.041480+00:00,2026-04-01 00:00:00+00:00,0.55,False,False
b9698874-fb53-4300-8a4a-2d6bac0783e5,empa,hermes,news,https://www.edoeb.admin.ch/en/nsb?id=104507,technological_advances,future_trajectory,2026-07-01 06:33:43.041480+00:00,2025-06-01 00:00:00+00:00,0.7,False,False
4e36e54e-4f92-4216-b66e-fc5db7a3d257,usi,hermes,arxiv,https://arxiv.org/abs/2410.18735,publication,legitimacy,2026-07-01 07:02:20.811506+00:00,2024-10-24 00:00:00+00:00,0.9,False,False
b57171e3-cf26-4be4-80f6-73eea1630fe1,usi,hermes,website,https://www.usi.ch/en/feeds/35268,funding_event,legitimacy,2026-07-01 07:02:20.811506+00:00,2025-01-01 00:00:00+00:00,0.75,False,False
5a502bcc-14ab-4ebc-8427-bab75c884187,usi,hermes,website,https://www.usi.ch/en/feeds/33849,funding_event,legitimacy,2026-07-01 07:02:20.811506+00:00,2025-12-01 00:00:00+00:00,0.75,False,False
9f9addc7-2797-4660-a0e7-1d8de603b7cc,usi,hermes,website,https://www.usi.ch/en/feeds/32561,consortium_funding,community_ecosystem,2026-07-01 07:02:20.811506+00:00,2025-06-01 00:00:00+00:00,0.6,True,False
881bd9e3-b97c-425c-8f5c-db8473d2f200,usi,hermes,website,https://www.usi.ch/en/feeds/32265,conference_role,community_ecosystem,2026-07-01 07:02:20.811506+00:00,2025-06-01 00:00:00+00:00,0.65,False,False
fd8e337c-79ca-4608-8ccf-6e4485cb66e4,usi,hermes,website,https://www.usi.ch/it/feeds/33290,conference_role,community_ecosystem,2026-07-01 07:02:20.811506+00:00,2025-10-21 00:00:00+00:00,0.8,False,False
8f955495-3437-4eda-835e-0aa161af4b2f,usi,hermes,arxiv,https://arxiv.org/abs/2506.20484,publication,legitimacy,2026-07-01 07:02:20.811506+00:00,2025-06-26 00:00:00+00:00,0.9,False,False
4ee73c8b-c462-45ad-87d7-9e264f465edf,usi,hermes,arxiv,https://arxiv.org/abs/2502.13807,publication,legitimacy,2026-07-01 07:02:20.811506+00:00,2025-02-19 00:00:00+00:00,0.85,False,False
31dca506-fa11-4fe6-ad3f-b3d04d9c122c,usi,hermes,arxiv,https://arxiv.org/abs/2412.17551,publication,legitimacy,2026-07-01 07:02:20.811506+00:00,2024-12-26 00:00:00+00:00,0.9,False,False
ad4d46b4-68b6-45f9-b0f3-168e6e29f225,usi,hermes,arxiv,https://arxiv.org/abs/2511.22552,publication,legitimacy,2026-07-01 07:02:20.811506+00:00,2025-11-28 00:00:00+00:00,0.85,False,False
7e48a71a-19be-44ac-80b1-da6da2eae93e,gesda,hermes,news,https://www.xprize.org/news/from-wildcard-entry-to-impact-xprize-quantum-applications-wildcard-finalists-advancing-to-next-phase,consortium_funding,customer_cocreation,2026-07-01 07:51:36.918638+00:00,2026-03-01 00:00:00+00:00,0.6,True,False
b48cd5ce-85c4-40a5-abcb-3b57e707a2da,gesda,hermes,news,https://www.dsti.gov.za/index.php/media-room/latest-news/5033-statement-on-the-occasion-of-the-signing-of-a-letter-of-intent-between-the-south-african-department-of-science-technology-and-innovation-dsti-and-the-geneva-science-diplomacy-anticipator-gesda,government_partnership,community_ecosystem,2026-07-01 07:51:36.918638+00:00,2026-04-07 00:00:00+00:00,0.6,False,False
aeef1fcd-dc6f-4c62-b042-eb37431a496e,gesda,hermes,website,https://www.gesda.global/gesda-science-breakthrough-radar/high-level-review,strategic_positioning,future_trajectory,2026-07-01 07:51:36.918638+00:00,2026-02-01 00:00:00+00:00,0.55,False,False
37907a58-ad53-4bc8-9e62-b5629d664dbd,gesda,hermes,website,https://open-quantum-institute.cern/algorithmiq-prize-2026,ecosystem_member_achievement,community_ecosystem,2026-07-01 07:51:36.918638+00:00,2026-04-29 00:00:00+00:00,0.6,False,False
34f1d33f-23d5-4b2b-98ee-b48e8adb8c50,gesda,hermes,website,https://www.gesda.global/news-centre-events,capacity_building_event,community_ecosystem,2026-07-01 07:51:36.918638+00:00,2026-06-01 00:00:00+00:00,0.5,False,False
b23a7b41-0f82-485b-9a3d-035c582e72e3,gesda,hermes,website,https://www.gesda.global/press-release-33-the-board-of-the-gesda-foundation-approves-its-2025-2026-work-programme-welcomes-three-new-personalities-and-adapts-its-organization,governance_update,future_trajectory,2026-07-01 07:51:36.918638+00:00,2026-01-15 00:00:00+00:00,0.45,False,False
89cbe30d-72c7-4042-8c58-22ef1f7be2b3,gesda,hermes,website,https://www.gesda.global/Press%20Release%2048_EN.pdf?_t=1778046958,security_policy_engagement,community_ecosystem,2026-07-01 07:51:36.918638+00:00,2026-05-07 00:00:00+00:00,0.6,True,True
7c8bc2fc-97fe-4523-85d4-cf9b0fda0862,gesda,hermes,website,https://www.gesda.global/Press%20Release%2048_EN.pdf?_t=1778046958,multilateral_convening,community_ecosystem,2026-07-01 07:51:36.918638+00:00,2026-05-06 00:00:00+00:00,0.65,True,False
ca2ace37-aab9-407a-b260-ad45ac5a230c,open-quantum-institute-cern,hermes,website,https://open-quantum-institute.cern/three-years-on-the-open-quantum-institutes-role-has-never-been-more-critical,strategic_positioning,future_trajectory,2026-07-01 07:59:18.636573+00:00,2026-06-19 00:00:00+00:00,0.8,False,False
5854bd66-539b-4ed4-9e81-de3509371941,open-quantum-institute-cern,hermes,website,https://open-quantum-institute.cern/algorithmiq-prize-2026,award_prize,legitimacy,2026-07-01 07:59:18.636573+00:00,2026-04-29 00:00:00+00:00,0.85,False,False
26b68a9b-9a4e-4243-9733-7b9bd86a5b19,open-quantum-institute-cern,hermes,arxiv,https://arxiv.org/abs/2606.03919,publication,legitimacy,2026-07-01 07:59:18.636573+00:00,2026-06-01 00:00:00+00:00,0.75,False,False
a9c6eb26-5896-4f9d-93ee-ce912b0c77a4,open-quantum-institute-cern,hermes,arxiv,https://arxiv.org/abs/2602.21311,publication,legitimacy,2026-07-01 07:59:18.636573+00:00,2026-02-01 00:00:00+00:00,0.7,False,False
d5ff54bc-8b43-44d2-b545-fb202fc50f33,open-quantum-institute-cern,hermes,arxiv,https://arxiv.org/abs/2606.03864,publication,legitimacy,2026-07-01 07:59:18.636573+00:00,2026-06-01 00:00:00+00:00,0.75,False,False
9074fb0a-62d8-44b9-aa4b-e8b7b7d8a434,ibm-research-zurich,hermes,arxiv,https://arxiv.org/abs/2603.13536,publication,legitimacy,2026-07-01 08:14:44.617400+00:00,2026-03-17 00:00:00+00:00,0.6,False,False
19732751-b9dd-47f6-be4c-f877f440d3da,ibm-research-zurich,hermes,website,https://www.ibm.com/quantum/blog/qiskit-summer-school-2026,community_event,community_ecosystem,2026-07-01 08:14:44.617400+00:00,2026-05-26 00:00:00+00:00,0.65,False,False
fbb4baaa-0198-49fb-88b5-a0be61797373,ibm-research-zurich,hermes,website,https://www.ibm.com/quantum/blog/qiskit-fall-fest-2026,community_event,community_ecosystem,2026-07-01 08:14:44.617400+00:00,2026-06-03 00:00:00+00:00,0.65,False,False
4e5a5466-970b-4474-96be-79a953b4957b,ibm-research-zurich,hermes,website,https://research.ibm.com/blog/ibm-eth-zurich-next-chapter,strategic_positioning,community_ecosystem,2026-07-01 08:14:44.617400+00:00,2026-04-01 00:00:00+00:00,0.6,True,False
022738f1-50b1-4214-993a-1bc678144d3a,ibm-research-zurich,hermes,news,https://newsroom.ibm.com/press-releases-research-and-innovation?l=50,funding_event,future_trajectory,2026-07-01 08:14:44.617400+00:00,2026-06-02 00:00:00+00:00,0.7,True,False
9772044b-b319-42fc-a7d8-12c31133b72e,ibm-research-zurich,hermes,website,https://www.ibm.com/quantum/blog/large-scale-ftqc,roadmap_statement,future_trajectory,2026-07-01 08:14:44.617400+00:00,2026-06-02 00:00:00+00:00,0.7,False,False
cb1326e8-aee9-4307-8a46-514a61def43f,ibm-research-zurich,hermes,arxiv,https://arxiv.org/abs/2601.16637,publication,legitimacy,2026-07-01 08:14:44.617400+00:00,2026-01-28 00:00:00+00:00,0.65,False,False
2792cf52-4a6b-4b2d-b4d5-79e56d56aa34,ibm-research-zurich,hermes,website,https://research.ibm.com/publications/quantum-computing-toward-large-scale-920-am-fault-tolerant-quantum-computing,conference_role,legitimacy,2026-07-01 08:14:44.617400+00:00,2026-02-01 00:00:00+00:00,0.6,False,False
7ee59384-9e5d-4059-b2e9-ed511fc1ebdf,ibm-research-zurich,hermes,news,https://newsroom.ibm.com/2026-03-31-IBM-and-ETH-Zurich-join-forces-to-shape-the-future-of-algorithms-for-the-AI-and-quantum-era,consortium_membership,community_ecosystem,2026-07-01 08:14:44.617400+00:00,2026-03-31 00:00:00+00:00,0.85,True,False
4ab8d6be-67d2-4426-b4a9-967d4bf0f6f0,ibm-research-zurich,hermes,news,https://content.redhat.com/content/dam/field-marketing/emea/summit-connect-2024/2025/260114-zurich/track-3-devsecops/The%20journey%20to%20quantum%20safety_Marc%20St%C3%B6cklin_Manuel%20Schindler.pdf,conference_role,community_ecosystem,2026-07-01 08:14:44.617400+00:00,2026-01-14 00:00:00+00:00,0.55,False,False
2215c164-65e4-444b-b36a-4dd1748e93de,ibm-research-zurich,hermes,website,https://www.ibm.com/quantum/blog/allstate-quantum-insurance-portfolio,pilot_announcement,customer_cocreation,2026-07-01 08:14:44.617400+00:00,2026-06-18 00:00:00+00:00,0.75,False,False
a0753176-b5d9-416f-8505-f28665802267,zurich-instruments,hermes,website,https://www.zhinst.com/en/news/zurich-instruments-launches-zqcs-quantum-control-system-master-long-lived-logical-qubit,product_launch,future_trajectory,2026-07-01 08:30:59.053255+00:00,2026-03-09 00:00:00+00:00,0.85,False,False
ffbd720e-8dbe-49ae-a815-ad24805f8e0b,zurich-instruments,hermes,website,https://www.zhinst.com/en/news/iqm-and-zurich-instruments-launch-real-time-quantum-error-correction-demonstrator-nvidia,joint_development,customer_cocreation,2026-07-01 08:30:59.053255+00:00,2026-03-16 00:00:00+00:00,0.8,False,False
9e957528-1689-47cd-b238-22965815545d,zurich-instruments,hermes,website,https://info.zhinst.com/gps-2026,conference_participation,community_ecosystem,2026-07-01 08:30:59.053255+00:00,2026-03-17 00:00:00+00:00,0.75,False,False
92a6c9b4-429d-4820-8b95-1a3b1c4cde0a,zurich-instruments,hermes,news,https://www.linkedin.com/posts/zurich-instruments-ag_zurich-instruments-quantum-korea-2026-activity-7477526453157400576-Ycfj,conference_participation,community_ecosystem,2026-07-01 08:30:59.053255+00:00,2026-06-15 00:00:00+00:00,0.55,False,False
ef33a5d1-96fb-4b98-b2e0-1b980ceb3b47,csem,hermes,website,https://www.csem.ch/en/press/csem-earto-award-2026-solubility-testing,award_recognition,legitimacy,2026-07-01 08:38:03.546134+00:00,2026-06-10 00:00:00+00:00,0.65,False,False
f40e3fed-dfae-4897-9616-711eefa0a07b,csem,hermes,website,https://www.csem.ch/en/working-at-csem,strategic_hiring,future_trajectory,2026-07-01 08:38:03.546134+00:00,2026-01-01 00:00:00+00:00,0.45,False,False
dc876207-98c1-4992-b0f7-6a378630b925,csem,hermes,website,https://arctic-kdt.eu/partner/csem-2,consortium_membership,community_ecosystem,2026-07-01 08:38:03.546134+00:00,2026-01-01 00:00:00+00:00,0.4,False,False
77f4c75e-3027-46fa-8009-71c2235933d1,csem,hermes,news,https://www.optica.org/events/webinar/2026/03_-_march/quantum_sensing_atomic_clocks,conference_presentation,community_ecosystem,2026-07-01 08:38:03.546134+00:00,2026-03-01 00:00:00+00:00,0.55,False,False
9e42a642-c64f-4fc7-9546-e36a5c2f3d63,csem,hermes,website,https://portal-cdn.scnat.ch/asset/82ad4e80-2106-5371-9cb6-9db2b9c959c8/COM_Quantum_Strategy_online.pdf,strategic_positioning,community_ecosystem,2026-07-01 08:38:03.546134+00:00,2026-01-01 00:00:00+00:00,0.6,False,False
8e98a8a3-49b0-4390-9988-b6f074c0474b,csem,hermes,news,https://www.snf.ch/en/N01wa8jzDaYFaPca/news/swiss-quantum-call-2026,funding_event,community_ecosystem,2026-07-01 08:38:03.546134+00:00,2026-01-01 00:00:00+00:00,0.5,False,False
3846fd01-b0fc-403a-b250-fd1e009f4b4d,basel-precision-instruments,hermes,news,https://www.linkedin.com/posts/basel-precision-instruments_switzerland-quantumcomputing-digitalshapers2026-activity-7442888130027913216-hGEp,leadership_appointment,legitimacy,2026-07-01 08:44:26.411735+00:00,2026-04-15 00:00:00+00:00,0.75,False,False
d42ef5c2-257c-4170-8b9f-306921118289,basel-precision-instruments,hermes,website,https://bluefors.com/news/bluefors-collaborates-with-basel-precision-instruments-on-cryogenic-filtering-solutions,partnership_announcement,customer_cocreation,2026-07-01 08:44:26.411735+00:00,2026-05-29 00:00:00+00:00,0.9,False,False
2133918c-5ae5-4773-9e4a-459a433425ce,basel-precision-instruments,hermes,news,https://www.linkedin.com/posts/basel-precision-instruments_swissquantumdays-quantumtechnology-baspi-activity-7422768007195779072-kx5X,conference_participation,community_ecosystem,2026-07-01 08:44:26.411735+00:00,2026-03-15 00:00:00+00:00,0.6,False,False
e17f6463-6600-454f-bfa4-2e37969942e4,basel-precision-instruments,hermes,arxiv,https://arxiv.org/html/2603.03166v1,publication,legitimacy,2026-07-01 08:44:26.411735+00:00,2026-03-04 00:00:00+00:00,0.85,False,False
8180f2eb-444c-4585-9945-682cea601bc8,basel-precision-instruments,hermes,news,https://www.linkedin.com/posts/qutech_basel-precision-instruments-ag-is-a-silver-activity-7467923071945932801-clI1,strategic_positioning,community_ecosystem,2026-07-01 08:44:26.411735+00:00,2026-06-20 00:00:00+00:00,0.7,False,False
2dbc0906-22ee-49f7-8aa8-dabae5dd1bc1,swissphotonics,hermes,news,https://www.snf.ch/en/N01wa8jzDaYFaPca/news/swiss-quantum-call-2026,funding_event,legitimacy,2026-07-01 08:50:18.186839+00:00,2026-01-01 00:00:00+00:00,0.55,True,False
f2b63666-b5c1-4df3-9578-1d489a29740e,swissphotonics,hermes,website,https://www.swissphotonics.net/home?event_id=4574,consortium_membership,community_ecosystem,2026-07-01 08:50:18.186839+00:00,2026-06-17 00:00:00+00:00,0.6,True,False
b69b16cd-451e-4c4c-acc3-2cf18a2fe053,swissphotonics,hermes,website,https://www.swissphotonics.net/home?event_id=4545,strategic_positioning,community_ecosystem,2026-07-01 08:50:18.186839+00:00,2026-04-21 00:00:00+00:00,0.75,False,False
05342a4a-2b5f-4fb1-a849-0053fd7bdc10,swissphotonics,hermes,website,https://www.swissphotonics.net/events-news/news_95?4543=,strategic_positioning,community_ecosystem,2026-07-01 08:50:18.186839+00:00,2026-03-01 00:00:00+00:00,0.65,False,False
a071b9c6-9184-49be-aad8-3565e1ea2ef5,swissphotonics,hermes,website,https://www.swissphotonics.net?item=4561,funding_event,future_trajectory,2026-07-01 08:50:18.186839+00:00,2026-07-01 00:00:00+00:00,0.55,True,False
dd80c7f7-7460-46da-a6f0-857dc7f1f459,swissphotonics,hermes,website,https://www.swissphotonics.net/events-news/news_95?4564=,consortium_funding,community_ecosystem,2026-07-01 08:50:18.186839+00:00,2026-05-27 00:00:00+00:00,0.7,False,False
743df2ac-9a7f-4e0f-babf-5ef3bf4267cb,swissphotonics,hermes,website,https://www.swissphotonics.net/home?event_id=4573,strategic_positioning,community_ecosystem,2026-07-01 08:50:18.186839+00:00,2026-06-17 00:00:00+00:00,0.7,True,False
ad00e495-af64-4ac4-adc1-0c5c4676acd4,swissphotonics,hermes,website,https://www.swissphotonics.net/swiss/swiss-pic,technological_advances,future_trajectory,2026-07-01 08:50:18.186839+00:00,2026-05-01 00:00:00+00:00,0.65,False,False
